holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
None,293.45,0.3,0.0,75,Rain,light rain,2015-07-16 03:00:00,414
None,293.41,0.0,0.0,90,Clouds,overcast clouds,2015-07-16 04:00:00,900
None,293.69,0.0,0.0,90,Clouds,overcast clouds,2015-07-16 05:00:00,2903
None,293.25,0.0,0.0,20,Clouds,few clouds,2015-07-16 06:00:00,5653
None,293.47,0.0,0.0,90,Clouds,overcast clouds,2015-07-16 07:00:00,6133
None,293.71,0.0,0.0,90,Clouds,overcast clouds,2015-07-16 08:00:00,5417
None,294.45,0.0,0.0,75,Clouds,broken clouds,2015-07-16 09:00:00,4664
None,294.79,0.0,0.0,90,Rain,light rain,2015-07-16 10:00:00,4338
None,294.94,0.0,0.0,75,Clouds,broken clouds,2015-07-16 11:00:00,4663
None,294.63,0.25,0.0,90,Rain,light rain,2015-07-16 12:00:00,5067
None,294.63,0.25,0.0,90,Mist,mist,2015-07-16 12:00:00,5067
None,294.63,0.25,0.0,90,Haze,haze,2015-07-16 12:00:00,5067
None,294.03,0.51,0.0,90,Rain,light rain,2015-07-16 13:00:00,5129
None,294.03,0.51,0.0,90,Mist,mist,2015-07-16 13:00:00,5129
None,294.03,0.51,0.0,90,Haze,haze,2015-07-16 13:00:00,5129
None,293.12,0.27,0.0,90,Rain,moderate rain,2015-07-16 14:00:00,5306
None,293.12,0.27,0.0,90,Haze,haze,2015-07-16 14:00:00,5306
None,293.12,0.27,0.0,90,Mist,mist,2015-07-16 14:00:00,5306
None,292.78,1.15,0.0,90,Rain,moderate rain,2015-07-16 15:00:00,5511
None,292.78,1.15,0.0,90,Mist,mist,2015-07-16 15:00:00,5511
None,292.78,1.15,0.0,90,Drizzle,drizzle,2015-07-16 15:00:00,5511
None,292.54,1.09,0.0,90,Rain,moderate rain,2015-07-16 16:00:00,5907
None,292.54,1.09,0.0,90,Mist,mist,2015-07-16 16:00:00,5907
None,292.54,1.09,0.0,90,Drizzle,drizzle,2015-07-16 16:00:00,5907
None,292.68,0.78,0.0,90,Rain,light rain,2015-07-16 17:00:00,6092
None,292.68,0.78,0.0,90,Mist,mist,2015-07-16 17:00:00,6092
None,292.68,0.78,0.0,90,Drizzle,light intensity drizzle,2015-07-16 17:00:00,6092
None,292.61,0.53,0.0,90,Rain,moderate rain,2015-07-16 18:00:00,4746
None,292.61,0.53,0.0,90,Mist,mist,2015-07-16 18:00:00,4746
None,292.61,0.53,0.0,90,Drizzle,drizzle,2015-07-16 18:00:00,4746
None,292.68,0.0,0.0,90,Rain,light rain,2015-07-16 19:00:00,3338
None,292.68,0.0,0.0,90,Mist,mist,2015-07-16 19:00:00,3338
None,292.68,0.0,0.0,90,Drizzle,drizzle,2015-07-16 19:00:00,3338
None,292.86,0.0,0.0,90,Drizzle,drizzle,2015-07-16 20:00:00,2903
None,292.86,0.0,0.0,90,Mist,mist,2015-07-16 20:00:00,2903
None,292.86,0.0,0.0,90,Rain,moderate rain,2015-07-16 20:00:00,2903
None,292.52,0.0,0.0,90,Mist,mist,2015-07-16 21:00:00,2724
None,292.52,0.0,0.0,90,Rain,heavy intensity rain,2015-07-16 21:00:00,2724
None,292.42,0.0,0.0,90,Mist,mist,2015-07-16 22:00:00,2187
None,292.42,0.0,0.0,90,Drizzle,drizzle,2015-07-16 22:00:00,2187
None,292.4,0.25,0.0,90,Rain,light rain,2015-07-16 23:00:00,1290
None,292.4,0.25,0.0,90,Mist,mist,2015-07-16 23:00:00,1290
None,292.4,0.0,0.0,90,Mist,mist,2015-07-17 00:00:00,758
None,292.24,0.0,0.0,90,Clouds,overcast clouds,2015-07-17 01:00:00,492
None,292.22,0.0,0.0,90,Mist,mist,2015-07-17 02:00:00,340
None,291.99,0.3,0.0,90,Rain,light rain,2015-07-17 03:00:00,403
None,291.99,0.3,0.0,90,Mist,mist,2015-07-17 03:00:00,403
None,291.64,0.0,0.0,90,Mist,mist,2015-07-17 04:00:00,861
None,291.18,0.0,0.0,1,Mist,mist,2015-07-17 05:00:00,2735
None,291.18,0.0,0.0,1,Fog,fog,2015-07-17 05:00:00,2735
None,291.18,0.0,0.0,75,Mist,mist,2015-07-17 06:00:00,5440
None,292.04,0.0,0.0,90,Mist,mist,2015-07-17 07:00:00,6060
None,293.25,0.0,0.0,90,Mist,mist,2015-07-17 08:00:00,5245
None,293.25,0.0,0.0,90,Fog,fog,2015-07-17 08:00:00,5245
None,293.57,0.0,0.0,90,Mist,mist,2015-07-17 09:00:00,4741
None,296.21,0.0,0.0,90,Mist,mist,2015-07-17 10:00:00,4631
None,297.98,0.0,0.0,40,Clouds,scattered clouds,2015-07-17 11:00:00,4907
None,299.38,0.0,0.0,1,Clear,sky is clear,2015-07-17 12:00:00,5343
None,300.74,0.0,0.0,75,Clouds,broken clouds,2015-07-17 13:00:00,5232
None,301.86,0.0,0.0,40,Clouds,scattered clouds,2015-07-17 14:00:00,5441
None,302.69,0.0,0.0,75,Clouds,broken clouds,2015-07-17 15:00:00,5548
None,302.94,0.0,0.0,1,Clear,sky is clear,2015-07-17 16:00:00,5888
None,303.04,0.0,0.0,1,Clear,sky is clear,2015-07-17 17:00:00,5007
None,303.15,0.0,0.0,1,Clear,sky is clear,2015-07-17 18:00:00,4466
None,302.23,0.0,0.0,1,Clear,sky is clear,2015-07-17 19:00:00,3566
None,300.46,0.0,0.0,1,Clear,sky is clear,2015-07-17 20:00:00,3160
None,298.4,0.0,0.0,1,Clear,sky is clear,2015-07-17 21:00:00,3178
None,297.76,0.0,0.0,1,Clear,sky is clear,2015-07-17 22:00:00,2849
None,297.82,0.0,0.0,75,Thunderstorm,thunderstorm,2015-07-17 23:00:00,2086
None,297.91,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2015-07-18 00:00:00,1437
None,293.64,13.64,0.0,90,Rain,heavy intensity rain,2015-07-18 01:00:00,696
None,293.64,13.64,0.0,90,Thunderstorm,thunderstorm with heavy rain,2015-07-18 01:00:00,696
None,293.64,13.64,0.0,90,Mist,mist,2015-07-18 01:00:00,696
None,293.22,7.25,0.0,90,Rain,heavy intensity rain,2015-07-18 02:00:00,626
None,293.22,7.25,0.0,90,Thunderstorm,thunderstorm with heavy rain,2015-07-18 02:00:00,626
None,293.22,7.25,0.0,90,Mist,mist,2015-07-18 02:00:00,626
None,293.06,1.14,0.0,20,Rain,heavy intensity rain,2015-07-18 03:00:00,435
None,293.06,1.14,0.0,20,Thunderstorm,proximity thunderstorm,2015-07-18 03:00:00,435
None,293.2,0.4,0.0,75,Rain,moderate rain,2015-07-18 04:00:00,490
None,292.87,0.51,0.0,75,Rain,light rain,2015-07-18 05:00:00,782
None,292.87,0.51,0.0,75,Drizzle,light intensity drizzle,2015-07-18 05:00:00,782
None,292.87,0.0,0.0,40,Rain,light rain,2015-07-18 06:00:00,1377
None,292.87,0.0,0.0,40,Drizzle,light intensity drizzle,2015-07-18 06:00:00,1377
None,293.42,0.0,0.0,1,Clear,sky is clear,2015-07-18 07:00:00,2043
None,294.25,0.0,0.0,1,Clear,sky is clear,2015-07-18 08:00:00,2626
None,295.17,0.0,0.0,40,Clouds,scattered clouds,2015-07-18 09:00:00,3455
None,298.48,0.0,0.0,1,Clear,sky is clear,2015-07-18 10:00:00,3882
None,299.07,0.0,0.0,40,Clouds,scattered clouds,2015-07-18 11:00:00,4017
None,300.67,0.0,0.0,40,Clouds,scattered clouds,2015-07-18 12:00:00,4332
None,301.68,0.0,0.0,75,Clouds,broken clouds,2015-07-18 13:00:00,4174
None,302.02,0.0,0.0,40,Clouds,scattered clouds,2015-07-18 14:00:00,4583
None,302.58,0.0,0.0,1,Clear,sky is clear,2015-07-18 15:00:00,4445
None,302.35,0.0,0.0,1,Clear,sky is clear,2015-07-18 16:00:00,4268
None,302.05,0.0,0.0,40,Clouds,scattered clouds,2015-07-18 17:00:00,4077
None,301.35,0.0,0.0,1,Clear,sky is clear,2015-07-18 18:00:00,3822
None,300.28,0.0,0.0,1,Clear,sky is clear,2015-07-18 19:00:00,3385
None,298.73,0.0,0.0,1,Clear,sky is clear,2015-07-18 20:00:00,3102
None,296.99,0.0,0.0,1,Clear,sky is clear,2015-07-18 21:00:00,3338
None,295.49,0.0,0.0,1,Clear,sky is clear,2015-07-18 22:00:00,3239
None,294.99,0.0,0.0,1,Clear,sky is clear,2015-07-18 23:00:00,2263
None,293.64,0.0,0.0,1,Clear,sky is clear,2015-07-19 00:00:00,1511
None,291.94,0.0,0.0,1,Clear,sky is clear,2015-07-19 01:00:00,1172
None,291.17,0.0,0.0,1,Clear,sky is clear,2015-07-19 02:00:00,897
None,290.47,0.0,0.0,1,Clear,sky is clear,2015-07-19 03:00:00,451
None,289.77,0.0,0.0,1,Clear,sky is clear,2015-07-19 04:00:00,342
None,289.59,0.0,0.0,1,Clear,sky is clear,2015-07-19 05:00:00,500
None,289.52,0.0,0.0,1,Clear,sky is clear,2015-07-19 06:00:00,858
None,290.38,0.0,0.0,1,Clear,sky is clear,2015-07-19 07:00:00,1206
None,292.42,0.0,0.0,1,Clear,sky is clear,2015-07-19 08:00:00,1801
None,293.04,0.0,0.0,1,Clear,sky is clear,2015-07-19 09:00:00,2713
None,296.63,0.0,0.0,1,Clear,sky is clear,2015-07-19 10:00:00,3467
None,297.74,0.0,0.0,1,Clear,sky is clear,2015-07-19 11:00:00,3899
None,299.19,0.0,0.0,1,Clear,sky is clear,2015-07-19 12:00:00,4354
None,299.72,0.0,0.0,1,Clear,sky is clear,2015-07-19 13:00:00,4929
None,300.22,0.0,0.0,1,Clear,sky is clear,2015-07-19 14:00:00,4744
None,300.41,0.0,0.0,1,Clear,sky is clear,2015-07-19 15:00:00,4754
None,300.53,0.0,0.0,1,Clear,sky is clear,2015-07-19 16:00:00,4749
None,300.84,0.0,0.0,1,Clear,sky is clear,2015-07-19 17:00:00,4318
None,300.72,0.0,0.0,1,Clear,sky is clear,2015-07-19 18:00:00,4046
None,300.1,0.0,0.0,1,Clear,sky is clear,2015-07-19 19:00:00,3627
None,298.77,0.0,0.0,1,Clear,sky is clear,2015-07-19 20:00:00,3468
None,296.82,0.0,0.0,1,Clear,sky is clear,2015-07-19 21:00:00,3137
None,295.44,0.0,0.0,1,Clear,sky is clear,2015-07-19 22:00:00,2126
None,295.34,0.0,0.0,1,Clear,sky is clear,2015-07-19 23:00:00,1414
None,295.2,0.0,0.0,1,Clear,sky is clear,2015-07-20 00:00:00,695
None,295.17,0.0,0.0,1,Clear,sky is clear,2015-07-20 01:00:00,462
None,295.12,0.0,0.0,1,Clear,sky is clear,2015-07-20 02:00:00,316
None,295.16,0.0,0.0,40,Clouds,scattered clouds,2015-07-20 03:00:00,371
None,294.98,0.0,0.0,1,Clear,sky is clear,2015-07-20 04:00:00,909
None,294.62,0.0,0.0,1,Clear,sky is clear,2015-07-20 05:00:00,2890
None,294.01,0.0,0.0,1,Clear,sky is clear,2015-07-20 06:00:00,5559
None,294.33,0.0,0.0,1,Clear,sky is clear,2015-07-20 07:00:00,5210
None,294.59,0.0,0.0,40,Clouds,scattered clouds,2015-07-20 08:00:00,5149
None,295.05,0.0,0.0,40,Clouds,scattered clouds,2015-07-20 09:00:00,4597
None,295.58,0.0,0.0,1,Clear,sky is clear,2015-07-20 10:00:00,4081
None,296.41,0.0,0.0,1,Clear,sky is clear,2015-07-20 11:00:00,4617
None,297.67,0.0,0.0,1,Clear,sky is clear,2015-07-20 12:00:00,4570
None,298.39,0.0,0.0,1,Clear,sky is clear,2015-07-20 13:00:00,4717
None,298.64,0.0,0.0,1,Clear,sky is clear,2015-07-20 14:00:00,5327
None,298.57,0.0,0.0,75,Clouds,broken clouds,2015-07-20 15:00:00,5558
None,298.13,0.0,0.0,40,Clouds,scattered clouds,2015-07-20 16:00:00,6247
None,297.93,0.0,0.0,1,Clear,sky is clear,2015-07-20 17:00:00,5794
None,297.28,0.0,0.0,75,Clouds,broken clouds,2015-07-20 18:00:00,4342
None,296.46,0.0,0.0,40,Clouds,scattered clouds,2015-07-20 19:00:00,3449
None,295.1,0.0,0.0,40,Clouds,scattered clouds,2015-07-20 20:00:00,2721
None,293.25,0.0,0.0,1,Clear,sky is clear,2015-07-20 21:00:00,2583
None,291.76,0.0,0.0,1,Clear,sky is clear,2015-07-20 22:00:00,2200
None,290.84,0.0,0.0,1,Clear,sky is clear,2015-07-20 23:00:00,1108
None,290.35,0.0,0.0,1,Clear,sky is clear,2015-07-21 00:00:00,656
None,289.77,0.0,0.0,1,Clear,sky is clear,2015-07-21 01:00:00,400
None,288.94,0.0,0.0,1,Clear,sky is clear,2015-07-21 02:00:00,267
None,288.38,0.0,0.0,1,Clear,sky is clear,2015-07-21 03:00:00,367
None,288.06,0.0,0.0,1,Clear,sky is clear,2015-07-21 04:00:00,876
None,287.59,0.0,0.0,1,Clear,sky is clear,2015-07-21 05:00:00,3013
None,287.64,0.0,0.0,1,Clear,sky is clear,2015-07-21 06:00:00,5573
None,289.47,0.0,0.0,1,Clear,sky is clear,2015-07-21 07:00:00,5130
None,291.43,0.0,0.0,1,Clear,sky is clear,2015-07-21 08:00:00,4986
None,292.34,0.0,0.0,1,Clear,sky is clear,2015-07-21 09:00:00,5024
None,295.44,0.0,0.0,1,Clear,sky is clear,2015-07-21 10:00:00,4374
None,296.48,0.0,0.0,1,Clear,sky is clear,2015-07-21 11:00:00,4468
None,297.81,0.0,0.0,1,Clear,sky is clear,2015-07-21 12:00:00,4981
None,298.44,0.0,0.0,40,Clouds,scattered clouds,2015-07-21 13:00:00,4796
None,298.73,0.0,0.0,40,Clouds,scattered clouds,2015-07-21 14:00:00,5487
None,299.18,0.0,0.0,40,Clouds,scattered clouds,2015-07-21 15:00:00,6026
None,299.39,0.0,0.0,40,Clouds,scattered clouds,2015-07-21 16:00:00,6071
None,299.33,0.0,0.0,40,Clouds,scattered clouds,2015-07-21 17:00:00,5808
None,299.36,0.0,0.0,1,Clear,sky is clear,2015-07-21 18:00:00,4433
None,298.47,0.0,0.0,40,Haze,haze,2015-07-21 19:00:00,3402
None,297.3,0.0,0.0,1,Clear,sky is clear,2015-07-21 20:00:00,3360
None,294.56,0.0,0.0,1,Clear,sky is clear,2015-07-21 21:00:00,3062
None,293.04,0.0,0.0,1,Clear,sky is clear,2015-07-21 22:00:00,2309
None,292.15,0.0,0.0,1,Clear,sky is clear,2015-07-21 23:00:00,1260
None,291.47,0.0,0.0,1,Clear,sky is clear,2015-07-22 00:00:00,619
None,291.01,0.0,0.0,1,Clear,sky is clear,2015-07-22 01:00:00,428
None,290.24,0.0,0.0,1,Clear,sky is clear,2015-07-22 02:00:00,312
None,290.25,0.0,0.0,1,Clear,sky is clear,2015-07-22 03:00:00,356
None,290.21,0.0,0.0,1,Clear,sky is clear,2015-07-22 04:00:00,911
None,290.32,0.0,0.0,1,Clear,sky is clear,2015-07-22 05:00:00,3023
None,290.6,0.0,0.0,1,Clear,sky is clear,2015-07-22 06:00:00,5728
None,291.37,0.0,0.0,75,Clouds,broken clouds,2015-07-22 07:00:00,5436
None,293.32,0.0,0.0,1,Clear,sky is clear,2015-07-22 08:00:00,5318
None,294.51,0.0,0.0,1,Clear,sky is clear,2015-07-22 09:00:00,4834
None,296.97,0.0,0.0,1,Clear,sky is clear,2015-07-22 10:00:00,4503
None,298.41,0.0,0.0,1,Clear,sky is clear,2015-07-22 11:00:00,4707
None,299.33,0.0,0.0,40,Clouds,scattered clouds,2015-07-22 12:00:00,4932
None,299.7,0.0,0.0,1,Clear,sky is clear,2015-07-22 13:00:00,5072
None,300.09,0.0,0.0,40,Clouds,scattered clouds,2015-07-22 14:00:00,5367
None,300.48,0.0,0.0,40,Clouds,scattered clouds,2015-07-22 15:00:00,5760
None,300.16,0.0,0.0,75,Clouds,broken clouds,2015-07-22 16:00:00,6279
None,300.31,0.0,0.0,40,Clouds,scattered clouds,2015-07-22 17:00:00,5871
None,299.76,0.0,0.0,1,Clear,sky is clear,2015-07-22 18:00:00,4550
None,299.18,0.0,0.0,1,Clear,sky is clear,2015-07-22 19:00:00,3487
None,297.77,0.0,0.0,1,Clear,sky is clear,2015-07-22 20:00:00,3143
None,295.89,0.0,0.0,1,Clear,sky is clear,2015-07-22 21:00:00,2930
None,294.24,0.0,0.0,1,Clear,sky is clear,2015-07-22 22:00:00,2009
None,293.46,0.0,0.0,1,Clear,sky is clear,2015-07-22 23:00:00,1191
None,293.14,0.0,0.0,1,Clear,sky is clear,2015-07-23 00:00:00,727
None,292.42,0.0,0.0,1,Clear,sky is clear,2015-07-23 01:00:00,444
None,291.91,0.0,0.0,1,Clear,sky is clear,2015-07-23 02:00:00,349
None,291.14,0.3,0.0,1,Rain,light rain,2015-07-23 03:00:00,387
None,290.75,0.0,0.0,1,Clear,sky is clear,2015-07-23 04:00:00,951
None,290.51,0.0,0.0,1,Clear,sky is clear,2015-07-23 05:00:00,2895
None,290.25,0.3,0.0,1,Rain,light rain,2015-07-23 06:00:00,5654
None,291.81,0.0,0.0,1,Clear,sky is clear,2015-07-23 07:00:00,5315
None,292.51,0.0,0.0,1,Clear,sky is clear,2015-07-23 08:00:00,4841
None,295.93,0.0,0.0,1,Clear,sky is clear,2015-07-23 09:00:00,5176
None,297.34,0.0,0.0,1,Clear,sky is clear,2015-07-23 10:00:00,4585
None,298.46,0.0,0.0,1,Clear,sky is clear,2015-07-23 11:00:00,4763
None,299.71,0.0,0.0,1,Clear,sky is clear,2015-07-23 12:00:00,4898
None,300.17,0.0,0.0,1,Clear,sky is clear,2015-07-23 13:00:00,4560
None,300.71,0.0,0.0,1,Clear,sky is clear,2015-07-23 14:00:00,4534
None,301.21,0.0,0.0,1,Clear,sky is clear,2015-07-23 15:00:00,5420
None,301.27,0.0,0.0,1,Clear,sky is clear,2015-07-23 16:00:00,6256
None,301.29,0.0,0.0,1,Clear,sky is clear,2015-07-23 17:00:00,5837
None,300.91,0.0,0.0,1,Clear,sky is clear,2015-07-23 18:00:00,4562
None,300.29,0.0,0.0,1,Clear,sky is clear,2015-07-23 19:00:00,3649
None,298.95,0.0,0.0,1,Clear,sky is clear,2015-07-23 20:00:00,3186
None,297.3,0.0,0.0,1,Clear,sky is clear,2015-07-23 21:00:00,3487
None,296.19,0.0,0.0,1,Clear,sky is clear,2015-07-23 22:00:00,2936
None,295.92,0.0,0.0,1,Clear,sky is clear,2015-07-23 23:00:00,1506
None,295.24,0.0,0.0,1,Clear,sky is clear,2015-07-24 00:00:00,827
None,294.96,0.0,0.0,1,Clear,sky is clear,2015-07-24 01:00:00,472
None,295.13,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,2015-07-24 02:00:00,406
None,294.2,5.25,0.0,90,Rain,heavy intensity rain,2015-07-24 03:00:00,401
None,294.2,5.25,0.0,90,Thunderstorm,thunderstorm,2015-07-24 03:00:00,401
None,294.07,2.16,0.0,40,Rain,moderate rain,2015-07-24 04:00:00,847
None,294.07,2.16,0.0,40,Thunderstorm,proximity thunderstorm with drizzle,2015-07-24 04:00:00,847
None,293.97,2.29,0.0,40,Rain,moderate rain,2015-07-24 05:00:00,2672
None,293.97,2.29,0.0,40,Thunderstorm,proximity thunderstorm,2015-07-24 05:00:00,2672
None,293.11,2.91,0.0,90,Rain,moderate rain,2015-07-24 06:00:00,4879
None,293.11,2.91,0.0,90,Thunderstorm,proximity thunderstorm,2015-07-24 06:00:00,4879
None,293.11,2.91,0.0,90,Mist,mist,2015-07-24 06:00:00,4879
None,292.97,1.09,0.0,75,Rain,moderate rain,2015-07-24 07:00:00,5700
None,292.97,1.09,0.0,75,Thunderstorm,thunderstorm with rain,2015-07-24 07:00:00,5700
None,292.97,1.09,0.0,75,Mist,mist,2015-07-24 07:00:00,5700
None,292.97,1.09,0.0,75,Drizzle,light intensity drizzle,2015-07-24 07:00:00,5700
None,293.25,0.25,0.0,75,Rain,light rain,2015-07-24 08:00:00,5063
None,293.25,0.25,0.0,75,Drizzle,light intensity drizzle,2015-07-24 08:00:00,5063
None,293.25,0.25,0.0,75,Thunderstorm,thunderstorm,2015-07-24 08:00:00,5063
None,295.06,0.0,0.0,75,Clouds,broken clouds,2015-07-24 09:00:00,4674
None,296.85,0.0,0.0,75,Clouds,broken clouds,2015-07-24 10:00:00,4610
None,298.97,0.0,0.0,1,Clear,sky is clear,2015-07-24 11:00:00,5104
None,300.16,0.0,0.0,40,Clouds,scattered clouds,2015-07-24 12:00:00,5536
None,301.31,0.0,0.0,1,Clear,sky is clear,2015-07-24 13:00:00,5143
None,301.53,0.0,0.0,90,Clouds,overcast clouds,2015-07-24 14:00:00,5512
None,301.72,0.0,0.0,75,Clouds,broken clouds,2015-07-24 15:00:00,5735
None,302.27,0.0,0.0,40,Clouds,scattered clouds,2015-07-24 16:00:00,6023
None,302.64,0.0,0.0,40,Clouds,scattered clouds,2015-07-24 17:00:00,5341
None,302.79,0.0,0.0,40,Clouds,scattered clouds,2015-07-24 18:00:00,4500
None,302.09,0.0,0.0,1,Clear,sky is clear,2015-07-24 19:00:00,3960
None,300.91,0.0,0.0,1,Clear,sky is clear,2015-07-24 20:00:00,3379
None,299.3,0.0,0.0,1,Clear,sky is clear,2015-07-24 21:00:00,1688
None,298.15,0.0,0.0,40,Clouds,scattered clouds,2015-07-24 22:00:00,65
None,296.91,0.0,0.0,75,Clouds,broken clouds,2015-07-24 23:00:00,108
None,295.82,0.0,0.0,1,Clear,sky is clear,2015-07-25 00:00:00,1212
None,295.25,0.0,0.0,1,Clear,sky is clear,2015-07-25 01:00:00,714
None,293.9,0.0,0.0,1,Clear,sky is clear,2015-07-25 02:00:00,616
None,293.41,0.0,0.0,1,Clear,sky is clear,2015-07-25 03:00:00,356
None,292.35,0.0,0.0,1,Mist,mist,2015-07-25 04:00:00,258
None,292.2,0.0,0.0,1,Fog,fog,2015-07-25 05:00:00,283
None,292.2,0.0,0.0,1,Mist,mist,2015-07-25 05:00:00,283
None,292.12,0.3,0.0,1,Rain,light rain,2015-07-25 06:00:00,241
None,292.12,0.3,0.0,1,Mist,mist,2015-07-25 06:00:00,241
None,293.36,0.0,0.0,1,Mist,mist,2015-07-25 07:00:00,190
None,295.27,0.0,0.0,1,Clear,sky is clear,2015-07-25 08:00:00,1
None,295.82,0.0,0.0,1,Clear,sky is clear,2015-07-25 09:00:00,1
None,298.19,0.0,0.0,1,Clear,sky is clear,2015-07-25 10:00:00,1990
None,299.21,0.0,0.0,1,Clear,sky is clear,2015-07-25 11:00:00,2721
None,300.92,0.0,0.0,1,Clear,sky is clear,2015-07-25 12:00:00,3068
None,301.62,0.0,0.0,1,Clear,sky is clear,2015-07-25 13:00:00,3252
None,302.12,0.0,0.0,76,Clouds,broken clouds,2015-07-25 14:00:00,3095
None,302.52,0.0,0.0,1,Clear,sky is clear,2015-07-25 15:00:00,3202
None,302.06,0.0,0.0,1,Clear,sky is clear,2015-07-25 16:00:00,3179
None,301.43,0.0,0.0,40,Clouds,scattered clouds,2015-07-25 17:00:00,3410
None,301.04,0.0,0.0,1,Clear,sky is clear,2015-07-25 18:00:00,3134
None,300.53,0.0,0.0,1,Clear,sky is clear,2015-07-25 19:00:00,2502
None,299.67,0.0,0.0,40,Clouds,scattered clouds,2015-07-25 20:00:00,2300
None,297.56,0.0,0.0,1,Haze,haze,2015-07-25 21:00:00,1946
None,296.48,0.0,0.0,1,Clear,sky is clear,2015-07-25 22:00:00,2214
None,295.66,0.0,0.0,1,Clear,sky is clear,2015-07-25 23:00:00,1485
None,295.83,0.0,0.0,1,Clear,sky is clear,2015-07-26 00:00:00,1212
None,295.52,0.0,0.0,40,Clouds,scattered clouds,2015-07-26 01:00:00,714
None,295.51,0.0,0.0,40,Clouds,scattered clouds,2015-07-26 02:00:00,616
None,295.6,0.0,0.0,40,Clouds,scattered clouds,2015-07-26 03:00:00,356
None,295.34,0.0,0.0,40,Clouds,scattered clouds,2015-07-26 04:00:00,258
None,295.08,0.0,0.0,1,Clear,sky is clear,2015-07-26 05:00:00,321
None,294.57,0.0,0.0,40,Rain,light rain,2015-07-26 06:00:00,518
None,294.57,0.0,0.0,40,Drizzle,light intensity drizzle,2015-07-26 06:00:00,518
None,294.8,0.0,0.0,90,Drizzle,light intensity drizzle,2015-07-26 07:00:00,758
None,294.8,0.0,0.0,90,Rain,light rain,2015-07-26 07:00:00,758
None,295.53,0.0,0.0,90,Clouds,overcast clouds,2015-07-26 08:00:00,1215
None,295.95,0.0,0.0,90,Clouds,overcast clouds,2015-07-26 09:00:00,1874
None,297.41,0.0,0.0,1,Clear,sky is clear,2015-07-26 10:00:00,2606
None,298.45,0.0,0.0,40,Clouds,scattered clouds,2015-07-26 11:00:00,3268
None,299.71,0.0,0.0,75,Clouds,broken clouds,2015-07-26 12:00:00,3582
None,301.59,0.0,0.0,1,Clear,sky is clear,2015-07-26 13:00:00,3749
None,302.58,0.0,0.0,40,Clouds,scattered clouds,2015-07-26 14:00:00,3607
None,302.6,0.0,0.0,40,Clouds,scattered clouds,2015-07-26 15:00:00,3704
None,303.06,0.0,0.0,1,Clear,sky is clear,2015-07-26 16:00:00,3683
None,303.04,0.0,0.0,1,Clear,sky is clear,2015-07-26 17:00:00,3892
None,302.38,0.0,0.0,1,Clear,sky is clear,2015-07-26 18:00:00,3642
None,301.62,0.0,0.0,1,Clear,sky is clear,2015-07-26 19:00:00,3070
None,300.38,0.0,0.0,1,Clear,sky is clear,2015-07-26 20:00:00,2887
None,298.44,0.0,0.0,1,Clear,sky is clear,2015-07-26 21:00:00,2566
None,297.51,0.0,0.0,1,Clear,sky is clear,2015-07-26 22:00:00,2151
None,296.56,0.0,0.0,1,Clear,sky is clear,2015-07-26 23:00:00,1324
None,295.77,0.0,0.0,1,Clear,sky is clear,2015-07-27 00:00:00,910
None,295.09,0.0,0.0,1,Clear,sky is clear,2015-07-27 01:00:00,423
None,294.63,0.0,0.0,1,Clear,sky is clear,2015-07-27 02:00:00,305
None,294.45,0.0,0.0,1,Clear,sky is clear,2015-07-27 03:00:00,371
None,294.44,0.0,0.0,1,Clear,sky is clear,2015-07-27 04:00:00,880
None,294.41,0.0,0.0,1,Clear,sky is clear,2015-07-27 05:00:00,2846
None,294.37,0.0,0.0,1,Clear,sky is clear,2015-07-27 06:00:00,5574
None,295.06,0.0,0.0,1,Clear,sky is clear,2015-07-27 07:00:00,5868
None,296.42,0.0,0.0,40,Clouds,scattered clouds,2015-07-27 08:00:00,5347
None,297.73,0.0,0.0,1,Clear,sky is clear,2015-07-27 09:00:00,4570
None,298.44,0.0,0.0,40,Clouds,scattered clouds,2015-07-27 10:00:00,4461
None,300.26,0.0,0.0,75,Clouds,broken clouds,2015-07-27 11:00:00,4462
None,301.27,0.0,0.0,40,Clouds,scattered clouds,2015-07-27 12:00:00,4705
None,301.41,0.0,0.0,75,Clouds,broken clouds,2015-07-27 13:00:00,4699
None,301.5,0.0,0.0,40,Clouds,scattered clouds,2015-07-27 14:00:00,4943
None,301.76,0.0,0.0,20,Clouds,few clouds,2015-07-27 15:00:00,5214
None,302.17,0.0,0.0,40,Clouds,scattered clouds,2015-07-27 16:00:00,5413
None,302.28,0.0,0.0,40,Clouds,scattered clouds,2015-07-27 17:00:00,5615
None,301.8,0.0,0.0,40,Clouds,scattered clouds,2015-07-27 18:00:00,4226
None,301.32,0.0,0.0,40,Clouds,scattered clouds,2015-07-27 19:00:00,3153
None,300.32,0.0,0.0,1,Clear,sky is clear,2015-07-27 20:00:00,2575
None,299.71,0.0,0.0,1,Clear,sky is clear,2015-07-27 21:00:00,2432
None,298.38,0.0,0.0,1,Clear,sky is clear,2015-07-27 22:00:00,1860
None,297.8,0.0,0.0,1,Clear,sky is clear,2015-07-27 23:00:00,1075
None,297.45,0.0,0.0,1,Clear,sky is clear,2015-07-28 00:00:00,647
